order_id,promised_delivery_date,actual_delivery_date,delivery_delay_days
ORD-113123,2025-07-27,2025-07-27,0.0
ORD-113124,2025-01-15,2025-01-15,0.0
ORD-113125,2025-12-15,2025-12-16,1.0
ORD-113126,2025-06-05,2025-06-05,0.0
ORD-113127,2025-08-03,2025-08-03,0.0
ORD-113128,2025-06-30,,
ORD-113129,2024-10-01,2024-10-01,0.0
ORD-113130,2025-09-19,2025-09-19,0.0
ORD-113131,2025-11-16,2025-11-16,0.0
ORD-113132,2025-02-27,2025-02-27,0.0
ORD-113133,2025-08-13,2025-08-14,1.0
ORD-113134,2024-10-21,2024-10-21,0.0
ORD-113135,2025-11-15,2025-11-15,0.0
ORD-113136,2025-09-19,2025-09-19,0.0
ORD-113137,2025-08-11,2025-08-11,0.0
ORD-113138,2025-10-20,,
ORD-113139,2024-04-25,2024-04-26,1.0
ORD-113140,2024-10-16,2024-10-17,1.0
ORD-113141,2025-03-23,2025-03-24,1.0
ORD-113142,2025-04-12,,
ORD-113143,2025-04-14,2025-04-14,0.0
ORD-113144,2024-11-26,2024-11-26,0.0
ORD-113145,2025-11-17,2025-11-18,1.0
ORD-113146,2025-06-18,,
ORD-113147,2025-11-21,2025-11-22,1.0
ORD-113148,2025-09-04,2025-09-04,0.0
ORD-113149,2025-05-13,2025-05-15,2.0
ORD-113150,2025-07-17,,
ORD-113151,2024-09-11,2024-09-11,0.0
ORD-113152,2025-08-23,2025-08-24,1.0
ORD-113153,2025-08-21,2025-08-23,2.0
ORD-113154,2025-07-15,2025-07-17,2.0
ORD-113155,2025-11-02,,
ORD-113156,2025-09-19,2025-09-19,0.0
ORD-113157,2025-11-17,2025-11-17,0.0
ORD-113158,2025-08-04,2025-08-05,1.0
ORD-113159,2025-11-19,2025-11-20,1.0
ORD-113160,2024-12-09,2024-12-11,2.0
ORD-113161,2025-03-02,2025-03-03,1.0
ORD-113162,2025-08-07,2025-08-07,0.0
ORD-113163,2025-01-30,2025-01-31,1.0
ORD-113164,2024-11-17,2024-11-18,1.0
ORD-113165,2025-02-17,2025-02-17,0.0
ORD-113166,2025-09-26,2025-09-26,0.0
ORD-113167,2025-11-16,2025-11-17,1.0
ORD-113168,2025-03-29,2025-03-31,2.0
ORD-113169,2024-10-11,2024-10-11,0.0
ORD-113170,2025-10-21,2025-10-22,1.0
ORD-113171,2025-08-05,2025-08-05,0.0
ORD-113172,2025-09-29,2025-09-30,1.0
ORD-113173,2025-08-04,,
ORD-113174,2025-10-24,2025-10-24,0.0
ORD-113175,2025-07-17,,
ORD-113176,2025-10-31,2025-10-31,0.0
ORD-113177,2025-11-04,2025-11-04,0.0
ORD-113178,2025-10-15,2025-10-15,0.0
ORD-113179,2025-11-06,,
ORD-113180,2025-08-09,2025-08-09,0.0
ORD-113181,2024-10-23,,
ORD-113182,2025-11-26,,
ORD-113183,2024-06-16,2024-06-16,0.0
ORD-113184,2024-12-29,2024-12-30,1.0
ORD-113185,2024-10-31,2024-10-31,0.0
ORD-113186,2025-03-02,2025-03-02,0.0
ORD-113187,2025-09-03,2025-09-03,0.0
ORD-113188,2024-09-09,2024-09-09,0.0
ORD-113189,2025-02-01,2025-02-06,5.0
ORD-113190,2025-07-07,2025-07-07,0.0
ORD-113191,2025-11-03,2025-11-03,0.0
ORD-113192,2025-03-05,2025-03-05,0.0
ORD-113193,2025-08-11,2025-08-12,1.0
ORD-113194,2024-08-31,2024-09-01,1.0
ORD-113195,2025-08-19,2025-08-19,0.0
ORD-113196,2024-05-20,2024-05-20,0.0
ORD-113197,2025-01-30,2025-02-01,2.0
ORD-113198,2025-08-20,2025-08-22,2.0
ORD-113199,2024-08-14,2024-08-14,0.0
ORD-113200,2025-11-13,2025-11-14,1.0
ORD-113201,2024-09-06,2024-09-07,1.0
ORD-113202,2025-10-10,2025-10-10,0.0
ORD-113203,2025-11-27,2025-11-27,0.0
ORD-113204,2025-04-13,2025-04-14,1.0
ORD-113205,2025-05-11,2025-05-12,1.0
ORD-113206,2025-04-22,,
ORD-113207,2024-11-09,2024-11-09,0.0
ORD-113208,2024-10-24,2024-10-24,0.0
ORD-113209,2025-10-23,2025-10-23,0.0
ORD-113210,2025-03-28,2025-03-29,1.0
ORD-113211,2025-09-14,2025-09-14,0.0
ORD-113212,2025-04-30,2025-04-30,0.0
ORD-113213,2025-06-26,2025-06-27,1.0
ORD-113214,2025-02-11,2025-02-11,0.0
ORD-113215,2025-11-12,2025-11-12,0.0
ORD-113216,2025-03-29,2025-03-29,0.0
ORD-113217,2025-01-27,2025-01-27,0.0
ORD-113218,2024-09-13,2024-09-13,0.0
ORD-113219,2025-03-25,2025-03-25,0.0
ORD-113220,2025-07-17,2025-07-18,1.0
ORD-113221,2025-04-12,2025-04-12,0.0
ORD-113222,2025-07-30,2025-07-31,1.0
ORD-113223,2025-11-18,2025-11-18,0.0
ORD-113224,2024-12-04,2024-12-04,0.0
ORD-113225,2025-04-11,2025-04-12,1.0
ORD-113226,2025-10-09,2025-10-10,1.0
ORD-113227,2025-11-06,2025-11-06,0.0
ORD-113228,2025-08-05,2025-08-05,0.0
ORD-113229,2025-04-01,2025-04-03,2.0
ORD-113230,2025-12-01,2025-12-01,0.0
ORD-113231,2025-07-08,,
ORD-113232,2025-11-05,2025-11-05,0.0
ORD-113233,2025-11-27,2025-11-27,0.0
ORD-113234,2025-01-30,,
ORD-113235,2025-04-25,2025-04-25,0.0
ORD-113236,2025-01-02,2025-01-02,0.0
ORD-113237,2025-12-25,2025-12-26,1.0
ORD-113238,2025-04-16,2025-04-19,3.0
ORD-113239,2025-10-10,,
ORD-113240,2025-05-31,2025-05-31,0.0
ORD-113241,2025-01-19,2025-01-19,0.0
ORD-113242,2025-06-25,,
ORD-113243,2025-02-09,2025-02-09,0.0
ORD-113244,2025-04-28,2025-04-29,1.0
ORD-113245,2024-07-15,2024-07-15,0.0
ORD-113246,2025-09-07,2025-09-07,0.0
ORD-113247,2025-07-27,,
ORD-113248,2025-05-19,2025-05-19,0.0
ORD-113249,2025-12-15,2025-12-18,3.0
ORD-113250,2025-12-13,2025-12-13,0.0
ORD-113251,2025-04-23,2025-04-23,0.0
ORD-113252,2025-09-30,,
ORD-113253,2025-06-23,2025-06-23,0.0
ORD-113254,2024-07-07,2024-07-09,2.0
ORD-113255,2025-12-04,2025-12-04,0.0
ORD-113256,2025-09-11,2025-09-12,1.0
ORD-113257,2025-12-05,2025-12-05,0.0
ORD-113258,2025-03-21,2025-03-22,1.0
ORD-113259,2024-11-30,2024-12-03,3.0
ORD-113260,2025-05-23,2025-05-23,0.0
ORD-113261,2025-04-04,2025-04-05,1.0
ORD-113262,2024-02-12,2024-02-12,0.0
ORD-113263,2025-07-27,2025-07-27,0.0
ORD-113264,2025-11-06,2025-11-09,3.0
ORD-113265,2024-10-21,,
ORD-113266,2024-11-08,,
ORD-113267,2025-11-23,,
ORD-113268,2025-05-25,2025-05-25,0.0
ORD-113269,2025-10-07,2025-10-08,1.0
ORD-113270,2025-06-17,2025-06-17,0.0
ORD-113271,2025-11-18,2025-11-19,1.0
ORD-113272,2025-12-25,2025-12-27,2.0
ORD-113273,2024-11-06,2024-11-06,0.0
ORD-113274,2025-03-10,2025-03-10,0.0
ORD-113275,2024-11-01,2024-11-02,1.0
ORD-113276,2024-07-31,2024-07-31,0.0
ORD-113277,2026-01-01,2026-01-01,0.0
ORD-113278,2025-05-20,2025-05-21,1.0
ORD-113279,2024-11-07,2024-11-08,1.0
ORD-113280,2025-03-08,2025-03-09,1.0
ORD-113281,2025-07-05,2025-07-05,0.0
ORD-113282,2025-07-23,2025-07-23,0.0
ORD-113283,2025-06-29,2025-06-29,0.0
ORD-113284,2025-09-11,2025-09-13,2.0
ORD-113285,2025-08-09,2025-08-10,1.0
ORD-113286,2025-03-10,2025-03-10,0.0
ORD-113287,2024-12-09,2024-12-11,2.0
ORD-113288,2025-07-15,2025-07-15,0.0
ORD-113289,2025-07-26,2025-07-26,0.0
ORD-113290,2024-10-21,2024-10-21,0.0
ORD-113291,2024-03-14,2024-03-14,0.0
ORD-113292,2025-12-17,2025-12-17,0.0
ORD-113293,2025-01-28,,
ORD-113294,2025-01-24,,
ORD-113295,2024-10-30,2024-10-30,0.0
ORD-113296,2025-11-14,2025-11-15,1.0
ORD-113297,2025-09-13,2025-09-15,2.0
ORD-113298,2025-01-13,2025-01-14,1.0
ORD-113299,2025-02-06,2025-02-06,0.0
ORD-113300,2025-03-27,2025-03-29,2.0
ORD-113301,2024-08-20,2024-08-20,0.0
ORD-113302,2024-10-26,2024-10-26,0.0
ORD-113303,2024-10-21,2024-10-23,2.0
ORD-113304,2025-10-19,2025-10-19,0.0
ORD-113305,2025-08-19,2025-08-19,0.0
ORD-113306,2025-12-04,2025-12-04,0.0
ORD-113307,2024-11-20,,
ORD-113308,2025-08-26,2025-08-26,0.0
ORD-113309,2025-08-26,2025-08-26,0.0
ORD-113310,2025-11-13,2025-11-15,2.0
ORD-113311,2024-09-13,2024-09-14,1.0
ORD-113312,2025-10-23,2025-10-24,1.0
ORD-113313,2025-08-03,2025-08-03,0.0
ORD-113314,2025-12-26,2025-12-26,0.0
ORD-113315,2025-04-30,2025-04-30,0.0
ORD-113316,2024-12-23,2024-12-24,1.0
ORD-113317,2025-12-19,2025-12-20,1.0
ORD-113318,2024-11-05,,
ORD-113319,2024-09-04,2024-09-06,2.0
ORD-113320,2025-04-27,2025-04-27,0.0
ORD-113321,2025-02-22,2025-02-22,0.0
ORD-113322,2024-10-21,2024-10-21,0.0
ORD-113323,2024-08-22,2024-08-22,0.0
ORD-113324,2025-09-20,2025-09-20,0.0
ORD-113325,2025-05-06,2025-05-07,1.0
ORD-113326,2025-08-05,2025-08-05,0.0
ORD-113327,2025-03-02,2025-03-02,0.0
ORD-113328,2025-10-20,2025-10-20,0.0
ORD-113329,2025-08-01,2025-08-01,0.0
ORD-113330,2024-12-19,2024-12-20,1.0
ORD-113331,2025-08-28,2025-08-28,0.0
ORD-113332,2025-06-18,2025-06-18,0.0
ORD-113333,2025-05-22,2025-05-24,2.0
ORD-113334,2025-08-14,2025-08-15,1.0
ORD-113335,2025-09-30,2025-09-30,0.0
ORD-113336,2024-10-27,2024-10-30,3.0
ORD-113337,2025-08-16,2025-08-16,0.0
ORD-113338,2025-03-11,,
ORD-113339,2025-08-09,2025-08-14,5.0
ORD-113340,2025-12-04,2025-12-07,3.0
ORD-113341,2025-11-17,2025-11-17,0.0
ORD-113342,2025-09-20,2025-09-20,0.0
ORD-113343,2024-05-11,2024-05-11,0.0
ORD-113344,2024-04-28,2024-05-01,3.0
ORD-113345,2025-11-01,2025-11-03,2.0
ORD-113346,2025-05-31,2025-05-31,0.0
ORD-113347,2025-02-27,2025-02-27,0.0
ORD-113348,2025-08-22,2025-08-23,1.0
ORD-113349,2025-04-21,2025-04-21,0.0
ORD-113350,2025-12-22,2025-12-22,0.0
ORD-113351,2025-02-25,2025-02-25,0.0
ORD-113352,2025-01-18,2025-01-18,0.0
ORD-113353,2025-08-24,2025-08-24,0.0
ORD-113354,2024-09-12,2024-09-12,0.0
ORD-113355,2025-11-21,2025-11-21,0.0
ORD-113356,2024-10-28,2024-10-28,0.0
ORD-113357,2025-07-19,2025-07-19,0.0
ORD-113358,2025-11-25,2025-11-25,0.0
ORD-113359,2025-11-06,,
ORD-113360,2024-11-12,2024-11-13,1.0
ORD-113361,2025-10-29,2025-10-29,0.0
ORD-113362,2024-02-28,2024-03-01,2.0
ORD-113363,2024-09-10,2024-09-10,0.0
ORD-113364,2025-11-17,2025-11-22,5.0
ORD-113365,2025-08-12,2025-08-13,1.0
ORD-113366,2025-02-17,2025-02-17,0.0
ORD-113367,2025-03-11,2025-03-14,3.0
ORD-113368,2025-07-11,2025-07-12,1.0
ORD-113369,2025-08-03,2025-08-03,0.0
ORD-113370,2024-10-23,2024-10-23,0.0
ORD-113371,2025-07-06,2025-07-06,0.0
ORD-113372,2025-08-28,2025-08-28,0.0
ORD-113373,2025-11-03,2025-11-03,0.0
ORD-113374,2024-04-26,2024-04-26,0.0
ORD-113375,2025-09-28,2025-09-28,0.0
ORD-113376,2024-08-21,2024-08-21,0.0
ORD-113377,2025-10-21,2025-10-21,0.0
ORD-113378,2024-11-03,2024-11-04,1.0
ORD-113379,2025-10-17,2025-10-17,0.0
ORD-113380,2025-06-08,2025-06-08,0.0
ORD-113381,2025-10-25,2025-10-25,0.0
ORD-113382,2025-02-02,2025-02-02,0.0
ORD-113383,2025-11-02,2025-11-02,0.0
ORD-113384,2024-12-04,2024-12-04,0.0
ORD-113385,2025-06-06,2025-06-06,0.0
ORD-113386,2025-10-23,2025-10-24,1.0
ORD-113387,2025-09-18,2025-09-18,0.0
ORD-113388,2025-11-01,2025-11-01,0.0
ORD-113389,2024-09-17,2024-09-18,1.0
ORD-113390,2024-11-28,2024-11-28,0.0
ORD-113391,2025-04-23,2025-04-23,0.0
ORD-113392,2024-12-09,2024-12-09,0.0
ORD-113393,2025-04-03,2025-04-06,3.0
ORD-113394,2025-02-08,2025-02-08,0.0
ORD-113395,2025-10-29,2025-10-29,0.0
ORD-113396,2025-04-30,2025-05-02,2.0
ORD-113397,2025-09-21,2025-09-23,2.0
ORD-113398,2024-10-26,2024-10-26,0.0
ORD-113399,2025-04-28,2025-04-28,0.0
ORD-113400,2024-12-29,2024-12-30,1.0
ORD-113401,2025-08-23,2025-08-23,0.0
ORD-113402,2025-08-12,2025-08-12,0.0
ORD-113403,2024-09-10,2024-09-10,0.0
ORD-113404,2025-11-16,2025-11-17,1.0
ORD-113405,2025-09-20,2025-09-20,0.0
ORD-113406,2025-09-03,2025-09-04,1.0
ORD-113407,2025-02-14,2025-02-14,0.0
ORD-113408,2025-10-15,2025-10-15,0.0
ORD-113409,2024-12-19,2024-12-20,1.0
ORD-113410,2024-12-17,2024-12-17,0.0
ORD-113411,2025-04-21,2025-04-22,1.0
ORD-113412,2025-04-11,2025-04-13,2.0
ORD-113413,2025-07-05,2025-07-05,0.0
ORD-113414,2024-09-11,2024-09-11,0.0
ORD-113415,2025-10-25,2025-10-25,0.0
ORD-113416,2025-10-06,2025-10-09,3.0
ORD-113417,2024-10-31,2024-10-31,0.0
ORD-113418,2025-01-06,,
ORD-113419,2025-06-23,2025-06-23,0.0
ORD-113420,2025-11-03,2025-11-03,0.0
ORD-113421,2024-11-16,2024-11-17,1.0
ORD-113422,2025-10-07,2025-10-08,1.0
ORD-113423,2025-08-16,,
ORD-113424,2025-11-14,2025-11-15,1.0
ORD-113425,2025-10-20,2025-10-20,0.0
ORD-113426,2025-12-18,2025-12-18,0.0
ORD-113427,2025-02-26,2025-02-26,0.0
ORD-113428,2024-03-27,2024-03-29,2.0
ORD-113429,2025-10-26,2025-10-26,0.0
ORD-113430,2025-11-20,2025-11-20,0.0
ORD-113431,2025-03-05,2025-03-05,0.0
ORD-113432,2025-09-01,2025-09-01,0.0
ORD-113433,2024-05-07,,
ORD-113434,2025-04-09,2025-04-09,0.0
ORD-113435,2025-09-04,2025-09-06,2.0
ORD-113436,2024-07-02,2024-07-02,0.0
ORD-113437,2025-11-18,2025-11-18,0.0
ORD-113438,2025-01-31,2025-01-31,0.0
ORD-113439,2025-04-05,2025-04-05,0.0
ORD-113440,2025-04-06,2025-04-06,0.0
ORD-113441,2024-11-26,2024-11-26,0.0
ORD-113442,2025-11-05,2025-11-05,0.0
ORD-113443,2024-06-06,2024-06-06,0.0
ORD-113444,2025-08-12,2025-08-12,0.0
ORD-113445,2025-10-11,2025-10-11,0.0
ORD-113446,2024-09-22,2024-09-24,2.0
ORD-113447,2025-04-08,2025-04-10,2.0
ORD-113448,2025-02-08,2025-02-08,0.0
ORD-113449,2025-10-28,2025-10-28,0.0
ORD-113450,2025-09-14,,
ORD-113451,2025-10-27,2025-10-27,0.0
ORD-113452,2025-10-22,2025-10-23,1.0
ORD-113453,2025-10-15,2025-10-15,0.0
ORD-113454,2025-06-18,2025-06-18,0.0
ORD-113455,2025-11-08,2025-11-11,3.0
ORD-113456,2024-05-04,2024-05-04,0.0
ORD-113457,2024-10-23,2024-10-23,0.0
ORD-113458,2025-08-16,2025-08-16,0.0
ORD-113459,2025-10-28,2025-10-28,0.0
ORD-113460,2024-01-12,2024-01-12,0.0
ORD-113461,2024-11-05,2024-11-05,0.0
ORD-113462,2025-07-18,2025-07-18,0.0
ORD-113463,2025-05-08,2025-05-10,2.0
ORD-113464,2025-05-14,2025-05-14,0.0
ORD-113465,2025-11-02,2025-11-02,0.0
ORD-113466,2025-11-28,2025-11-29,1.0
ORD-113467,2025-06-11,2025-06-11,0.0
ORD-113468,2025-09-19,2025-09-20,1.0
ORD-113469,2025-06-04,2025-06-06,2.0
ORD-113470,2025-08-07,2025-08-07,0.0
ORD-113471,2024-11-07,2024-11-07,0.0
ORD-113472,2025-10-03,2025-10-04,1.0
ORD-113473,2024-08-02,2024-08-04,2.0
ORD-113474,2025-08-27,2025-08-28,1.0
ORD-113475,2024-10-24,2024-10-25,1.0
ORD-113476,2025-01-07,2025-01-09,2.0
ORD-113477,2025-09-05,2025-09-05,0.0
ORD-113478,2025-11-15,2025-11-15,0.0
ORD-113479,2025-01-29,2025-01-29,0.0
ORD-113480,2025-05-08,2025-05-08,0.0
ORD-113481,2025-11-21,,
ORD-113482,2025-01-01,2025-01-01,0.0
ORD-113483,2025-06-13,2025-06-13,0.0
ORD-113484,2024-08-15,2024-08-15,0.0
ORD-113485,2025-07-07,2025-07-07,0.0
ORD-113486,2025-11-03,2025-11-03,0.0
ORD-113487,2025-07-10,,
ORD-113488,2025-11-11,2025-11-12,1.0
ORD-113489,2025-06-30,2025-06-30,0.0
ORD-113490,2025-11-17,2025-11-17,0.0
ORD-113491,2025-01-24,2025-01-26,2.0
ORD-113492,2024-11-24,2024-11-24,0.0
ORD-113493,2025-06-18,2025-06-18,0.0
ORD-113494,2025-07-30,2025-07-30,0.0
ORD-113495,2025-11-17,2025-11-17,0.0
ORD-113496,2025-11-08,2025-11-08,0.0
ORD-113497,2025-08-24,,
ORD-113498,2025-06-04,2025-06-04,0.0
ORD-113499,2025-09-06,2025-09-06,0.0
ORD-113500,2025-01-06,2025-01-06,0.0
ORD-113501,2025-12-05,2025-12-05,0.0
ORD-113502,2025-05-11,,
ORD-113503,2024-06-02,2024-06-02,0.0
ORD-113504,2025-10-15,2025-10-15,0.0
ORD-113505,2025-12-11,2025-12-11,0.0
ORD-113506,2025-07-26,,
ORD-113507,2025-11-17,2025-11-19,2.0
ORD-113508,2025-09-27,2025-09-27,0.0
ORD-113509,2025-07-22,2025-07-24,2.0
ORD-113510,2025-10-16,2025-10-16,0.0
ORD-113511,2025-06-19,2025-06-19,0.0
ORD-113512,2025-05-11,2025-05-11,0.0
ORD-113513,2025-10-15,2025-10-18,3.0
ORD-113514,2024-07-23,2024-07-23,0.0
ORD-113515,2024-12-28,2024-12-30,2.0
ORD-113516,2025-11-22,2025-11-23,1.0
ORD-113517,2025-09-26,2025-09-28,2.0
ORD-113518,2025-11-15,2025-11-18,3.0
ORD-113519,2025-12-04,2025-12-04,0.0
ORD-113520,2025-08-19,2025-08-20,1.0
ORD-113521,2025-01-19,,
ORD-113522,2025-08-03,2025-08-03,0.0
ORD-113523,2024-11-23,2024-11-25,2.0
ORD-113524,2024-07-28,,
ORD-113525,2025-11-15,2025-11-15,0.0
ORD-113526,2025-03-11,2025-03-11,0.0
ORD-113527,2025-06-10,2025-06-10,0.0
ORD-113528,2025-10-04,2025-10-04,0.0
ORD-113529,2025-08-17,2025-08-18,1.0
ORD-113530,2024-12-13,2024-12-13,0.0
ORD-113531,2025-09-22,2025-09-23,1.0
ORD-113532,2025-10-15,2025-10-15,0.0
ORD-113533,2024-03-20,2024-03-20,0.0
ORD-113534,2025-06-13,2025-06-14,1.0
ORD-113535,2025-06-15,2025-06-15,0.0
ORD-113536,2024-11-07,2024-11-08,1.0
ORD-113537,2025-11-02,2025-11-03,1.0
ORD-113538,2025-01-26,2025-01-26,0.0
ORD-113539,2024-12-14,2024-12-14,0.0
ORD-113540,2025-01-29,2025-01-29,0.0
ORD-113541,2025-03-03,2025-03-03,0.0
ORD-113542,2025-11-21,,
ORD-113543,2025-11-27,2025-11-28,1.0
ORD-113544,2025-12-27,2025-12-27,0.0
ORD-113545,2025-03-03,,
ORD-113546,2024-11-19,2024-11-20,1.0
ORD-113547,2025-06-03,2025-06-04,1.0
ORD-113548,2025-11-01,2025-11-02,1.0
ORD-113549,2025-08-25,2025-08-25,0.0
ORD-113550,2024-07-20,2024-07-22,2.0
ORD-113551,2024-06-22,2024-06-25,3.0
ORD-113552,2025-02-25,2025-02-27,2.0
ORD-113553,2025-04-13,2025-04-13,0.0
ORD-113554,2024-11-19,,
ORD-113555,2025-10-29,2025-10-29,0.0
ORD-113556,2025-12-25,2025-12-26,1.0
ORD-113557,2025-11-02,2025-11-03,1.0
ORD-113558,2024-11-10,2024-11-10,0.0
ORD-113559,2025-11-20,2025-11-20,0.0
ORD-113560,2025-06-11,2025-06-11,0.0
ORD-113561,2024-11-20,2024-11-20,0.0
ORD-113562,2024-09-18,2024-09-19,1.0
ORD-113563,2024-09-20,2024-09-22,2.0
ORD-113564,2025-03-31,2025-03-31,0.0
ORD-113565,2025-10-09,2025-10-09,0.0
ORD-113566,2024-09-30,2024-10-01,1.0
ORD-113567,2024-08-23,2024-08-23,0.0
ORD-113568,2025-07-12,2025-07-12,0.0
ORD-113569,2025-04-18,2025-04-18,0.0
ORD-113570,2025-02-24,2025-02-24,0.0
ORD-113571,2024-11-13,2024-11-15,2.0
ORD-113572,2025-10-31,2025-11-01,1.0
ORD-113573,2025-06-24,2025-06-25,1.0
ORD-113574,2025-12-11,2025-12-11,0.0
ORD-113575,2025-10-22,2025-10-22,0.0
ORD-113576,2024-10-13,2024-10-13,0.0
ORD-113577,2025-10-05,2025-10-05,0.0
ORD-113578,2025-01-10,2025-01-10,0.0
ORD-113579,2024-10-21,2024-10-21,0.0
ORD-113580,2025-08-17,2025-08-17,0.0
ORD-113581,2025-05-21,2025-05-21,0.0
ORD-113582,2025-10-26,2025-10-26,0.0
ORD-113583,2024-11-09,2024-11-09,0.0
ORD-113584,2025-03-28,2025-03-30,2.0
ORD-113585,2025-12-28,2025-12-28,0.0
ORD-113586,2025-09-11,2025-09-12,1.0
ORD-113587,2024-11-30,2024-12-01,1.0
ORD-113588,2025-12-24,2025-12-24,0.0
ORD-113589,2025-01-20,2025-01-20,0.0
ORD-113590,2025-06-26,2025-06-26,0.0
ORD-113591,2025-03-13,2025-03-16,3.0
ORD-113592,2025-10-31,2025-10-31,0.0
ORD-113593,2024-11-04,2024-11-04,0.0
ORD-113594,2025-10-24,2025-10-24,0.0
ORD-113595,2025-07-29,2025-07-30,1.0
ORD-113596,2024-11-14,2024-11-14,0.0
ORD-113597,2024-09-27,2024-09-28,1.0
ORD-113598,2024-08-30,2024-08-30,0.0
ORD-113599,2025-08-10,,
ORD-113600,2025-09-27,2025-09-27,0.0
ORD-113601,2025-10-10,2025-10-10,0.0
ORD-113602,2025-09-30,2025-09-30,0.0
ORD-113603,2024-08-22,2024-08-22,0.0
ORD-113604,2024-02-19,2024-02-20,1.0
ORD-113605,2025-10-05,2025-10-05,0.0
ORD-113606,2024-08-29,2024-08-29,0.0
ORD-113607,2024-12-16,2024-12-17,1.0
ORD-113608,2025-11-15,2025-11-15,0.0
ORD-113609,2025-11-19,2025-11-19,0.0
ORD-113610,2025-05-07,2025-05-09,2.0
ORD-113611,2024-05-18,2024-05-19,1.0
ORD-113612,2025-01-08,2025-01-08,0.0
ORD-113613,2024-08-08,2024-08-08,0.0
ORD-113614,2025-10-24,2025-10-24,0.0
ORD-113615,2025-04-22,2025-04-22,0.0
ORD-113616,2024-06-03,2024-06-03,0.0
ORD-113617,2025-07-11,2025-07-14,3.0
ORD-113618,2025-11-13,,
ORD-113619,2025-06-17,2025-06-18,1.0
ORD-113620,2025-10-31,2025-10-31,0.0
ORD-113621,2024-12-11,2024-12-11,0.0
ORD-113622,2025-08-16,2025-08-16,0.0
ORD-113623,2025-09-08,2025-09-09,1.0
ORD-113624,2025-08-17,2025-08-17,0.0
ORD-113625,2025-04-29,2025-04-29,0.0
ORD-113626,2025-11-20,2025-11-21,1.0
ORD-113627,2025-11-13,2025-11-13,0.0
ORD-113628,2024-09-23,2024-09-25,2.0
ORD-113629,2025-06-21,2025-06-21,0.0
ORD-113630,2025-07-09,2025-07-09,0.0
ORD-113631,2025-04-16,2025-04-16,0.0
ORD-113632,2024-12-11,2024-12-11,0.0
ORD-113633,2024-09-28,2024-09-28,0.0
ORD-113634,2025-08-09,2025-08-09,0.0
ORD-113635,2025-10-24,2025-10-25,1.0
ORD-113636,2025-08-15,2025-08-15,0.0
ORD-113637,2025-09-29,,
ORD-113638,2025-11-11,2025-11-13,2.0
ORD-113639,2025-12-09,2025-12-09,0.0
ORD-113640,2025-10-19,2025-10-22,3.0
ORD-113641,2025-06-21,2025-06-21,0.0
ORD-113642,2025-08-14,2025-08-14,0.0
ORD-113643,2024-06-19,2024-06-19,0.0
ORD-113644,2025-11-02,,
ORD-113645,2025-08-07,2025-08-07,0.0
ORD-113646,2024-09-06,2024-09-07,1.0
ORD-113647,2025-05-09,,
ORD-113648,2025-08-17,2025-08-17,0.0
ORD-113649,2025-11-04,2025-11-04,0.0
ORD-113650,2025-09-15,2025-09-15,0.0
ORD-113651,2025-10-30,2025-10-30,0.0
ORD-113652,2025-04-07,2025-04-09,2.0
ORD-113653,2025-09-04,2025-09-04,0.0
ORD-113654,2025-10-24,2025-10-24,0.0
ORD-113655,2025-03-13,2025-03-14,1.0
ORD-113656,2025-10-27,2025-10-28,1.0
ORD-113657,2024-11-19,2024-11-19,0.0
ORD-113658,2025-08-21,2025-08-23,2.0
ORD-113659,2024-07-09,2024-07-09,0.0
ORD-113660,2025-06-24,2025-06-24,0.0
ORD-113661,2025-03-15,2025-03-18,3.0
ORD-113662,2025-02-11,2025-02-11,0.0
ORD-113663,2025-04-30,2025-04-30,0.0
ORD-113664,2024-10-29,2024-10-29,0.0
ORD-113665,2025-11-29,2025-11-29,0.0
ORD-113666,2025-09-24,2025-09-25,1.0
ORD-113667,2024-12-22,2024-12-22,0.0
ORD-113668,2025-12-27,2025-12-29,2.0
ORD-113669,2025-02-10,2025-02-10,0.0
ORD-113670,2024-12-25,2024-12-26,1.0
ORD-113671,2025-07-20,2025-07-21,1.0
ORD-113672,2025-05-29,2025-05-29,0.0
ORD-113673,2024-12-23,2024-12-23,0.0
ORD-113674,2024-08-23,2024-08-23,0.0
ORD-113675,2025-10-26,2025-10-27,1.0
ORD-113676,2025-04-25,2025-04-25,0.0
ORD-113677,2025-10-31,2025-10-31,0.0
ORD-113678,2025-05-05,,
ORD-113679,2025-11-24,2025-11-25,1.0
ORD-113680,2025-11-03,2025-11-03,0.0
ORD-113681,2025-03-14,2025-03-16,2.0
ORD-113682,2025-09-10,2025-09-12,2.0
ORD-113683,2024-10-06,2024-10-06,0.0
ORD-113684,2025-10-07,2025-10-07,0.0
ORD-113685,2025-11-11,2025-11-12,1.0
ORD-113686,2025-08-27,,
ORD-113687,2025-08-01,2025-08-04,3.0
ORD-113688,2025-12-26,2025-12-27,1.0
ORD-113689,2024-10-30,2024-10-30,0.0
ORD-113690,2025-01-14,2025-01-15,1.0
ORD-113691,2025-06-09,2025-06-09,0.0
ORD-113692,2024-12-02,2024-12-04,2.0
ORD-113693,2025-02-25,2025-02-25,0.0
ORD-113694,2025-03-22,2025-03-22,0.0
ORD-113695,2025-11-14,,
ORD-113696,2024-12-12,,
ORD-113697,2025-04-10,2025-04-11,1.0
ORD-113698,2025-11-07,2025-11-10,3.0
